locationID;placeType;ReviewID;absoluteUrl;text;publishedDate;rating
2623636;ATTRACTION;233922001;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r233922001-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2014-10-12;4
2623636;ATTRACTION;233641934;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r233641934-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2014-10-10;3
2623636;ATTRACTION;206801022;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r206801022-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2014-05-23;4
2623636;ATTRACTION;205567809;https://www.tripadvisor.com/ShowUserReviews-g187497-d2623636-r205567809-Mercat_de_la_Concepcio_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2014-05-14;5
6206152;ATTRACTION;752544814;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r752544814-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2020-04-12;4
6206152;ATTRACTION;732906875;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r732906875-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-12-15;4
6206152;ATTRACTION;727052364;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r727052364-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-11-17;4
6206152;ATTRACTION;713693840;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r713693840-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-09-28;5
6206152;ATTRACTION;702270125;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r702270125-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-08-23;5
6206152;ATTRACTION;684448502;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r684448502-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-06-26;4
6206152;ATTRACTION;681896351;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r681896351-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-06-16;5
6206152;ATTRACTION;675490770;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r675490770-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-05-21;5
6206152;ATTRACTION;664466252;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r664466252-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-04-07;4
6206152;ATTRACTION;663708177;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r663708177-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-04-04;4
6206152;ATTRACTION;653731809;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r653731809-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2019-02-20;4
6206152;ATTRACTION;631315926;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r631315926-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-11-06;4
6206152;ATTRACTION;628160765;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r628160765-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-10-25;5
6206152;ATTRACTION;624598577;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r624598577-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-10-14;4
6206152;ATTRACTION;618503518;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r618503518-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-09-21;4
6206152;ATTRACTION;612941854;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r612941854-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-09-01;4
6206152;ATTRACTION;591885992;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r591885992-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-06-30;4
6206152;ATTRACTION;574619471;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r574619471-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-04-20;5
6206152;ATTRACTION;560720579;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r560720579-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-02-15;4
6206152;ATTRACTION;556649840;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r556649840-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-01-27;5
6206152;ATTRACTION;556564741;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r556564741-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2018-01-26;1
6206152;ATTRACTION;544012266;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r544012266-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2017-11-29;4
6206152;ATTRACTION;541237954;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r541237954-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2017-11-15;3
6206152;ATTRACTION;540194371;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r540194371-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2017-11-11;5
6206152;ATTRACTION;514321001;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r514321001-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2017-08-17;5
6206152;ATTRACTION;510399017;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r510399017-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2017-08-09;4
6206152;ATTRACTION;509088650;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r509088650-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2017-08-05;3
6206152;ATTRACTION;491909333;https://www.tripadvisor.com/ShowUserReviews-g187497-d6206152-r491909333-Plaza_de_Toros_Monumental_de_Barcelona-Barcelona_Catalonia.html;<pandas.core.strings.StringMethods object at 0x10c4ee090>;2017-06-10;5
